replicate,group,seed,phase2_B,phase2_L,phase2_S,phase2_K,phase3_B,phase3_L,phase3_S,phase3_K,phase3_B_max,delta_B,delta_L
43,treatment,293593757,43.80727075426073,10.50866658916448,0.11754498166590246,26.295967177566975,63.914382948447816,11.565597248801431,0.16344918365579383,38.36358760333559,110.0,20.10711219418709,1.0569306596369508
44,treatment,434316805,43.683246369329034,9.13189517278565,0.14645158187879823,26.214423280779194,54.732041563547185,15.681797988600625,0.1230966188799145,32.868307494779245,110.0,11.048795194218151,6.549902815814974
45,treatment,661916514,43.5398737062497,7.521519676757991,0.3112622197659842,26.114869936600968,96.92096405421314,6.959112822173697,0.10727595155879924,58.146926294629914,110.0,53.38109034796344,-0.5624068545842933
46,treatment,126280735,40.511081908595735,10.980260250408893,0.1358266940607434,24.323542735346347,80.34397371515064,10.344600630754147,0.348229892356163,48.192521220202956,110.0,39.832891806554905,-0.6356596196547457
47,treatment,557032152,41.08890534381442,8.494134466571392,0.20821443376415005,24.631153446181706,47.837655488939056,10.909173276626865,0.5608612390492308,28.71744801793792,110.0,6.748750145124639,2.4150388100554725
48,treatment,505015495,42.34432160018457,7.427514736809097,0.17934474398849454,25.306483000089173,57.3261402182191,5.295296214469197,0.09575177981270562,34.17890669453365,110.0,14.98181861803453,-2.1322185223399
49,treatment,783898208,40.60785480505056,11.314025624687778,0.421050619795736,24.38252293798533,42.397071361542494,8.68763381144513,0.5395290280560704,25.43791782587771,110.0,1.7892165564919367,-2.6263918132426483
50,treatment,996106906,43.732569547373906,12.721794747356745,0.06283867383395098,26.27278099063567,78.85562061040179,16.05224432459726,0.4116783289478589,47.28992430241512,110.0,35.12305106302788,3.3304495772405165
51,treatment,664313540,44.32427736403709,7.958295405411565,0.017693326895628345,26.60744105015075,54.86519842527062,12.03648567130959,0.2154838442843947,32.90644687347161,110.0,10.540921061233533,4.078190265898025
52,treatment,409186442,41.82943944247644,7.343691475738508,0.3531169593958358,25.112610768734942,54.06309767980003,14.673728178803454,0.2034674854286933,32.426555115546634,110.0,12.233658237323588,7.3300367030649465
53,treatment,406386861,39.622716276872424,6.120189376976486,0.009507584086892734,23.780323188255636,60.24943002837944,9.608809927245089,0.038713742962113655,36.17067730863014,110.0,20.62671375150702,3.4886205502686023
54,treatment,417958745,39.309243844392945,5.446472007839339,0.03433372378696291,23.685392242738665,50.23477537712068,8.624550580300326,0.32533336857547845,30.14586098664316,110.0,10.925531532727732,3.1780785724609872
55,treatment,814020384,42.15047674671011,10.165255563471069,0.024782720673290175,25.29420743642812,51.47173279832445,9.512696832255026,0.19060941283418797,30.887868524104103,110.0,9.321256051614341,-0.6525587312160432
56,treatment,321215732,42.40362847778461,8.665676351589415,0.2733957824063439,25.354371996279465,47.55597009081716,6.193499059257418,0.07973970772369106,28.567847163440423,110.0,5.152341613032554,-2.472177292331997
57,treatment,166972919,42.80221708452646,6.095386217581579,0.022557953855351007,25.679666025708958,53.978029930768535,6.556316155674715,0.21533029829248002,32.41250629934191,110.0,11.175812846242074,0.46092993809313576
58,treatment,334291442,45.87573576351312,5.26897482945782,0.09710730996810779,27.25665121291951,46.19611304051394,9.274530621819713,0.16962498257025194,27.729031175486416,110.0,0.32037727700082286,4.005555792361893
59,treatment,106142582,41.867589999834195,8.471530151148105,0.280222673158609,25.072755137319007,73.00420468170012,14.142543637506998,0.17845740919864678,43.816663358266744,110.0,31.13661468186592,5.671013486358893
60,treatment,90047860,40.27762763470884,15.281922556625316,0.4199036433246832,24.1446799664594,61.497031975101926,17.80368597693933,0.5533422510377739,36.91276359583713,110.0,21.219404340393083,2.5217634203140147
61,treatment,771552413,43.65479203784954,10.69112423728637,0.2103448416196846,26.211151005825272,51.04891648349648,11.495869743794074,0.27736561189306336,30.61450681617026,110.0,7.394124445646938,0.8047455065077038
62,treatment,722359350,42.149494420211596,7.9313663871871345,0.35364289596767456,25.31768553775959,50.05734865752168,10.881060225085712,0.3598087201899887,30.04795233908272,110.0,7.907854237310083,2.949693837898577
63,treatment,696770792,41.47170314795352,5.880543257285342,0.1315442656964525,24.85579511423672,50.08149031681757,6.491986276311259,0.2585684199973382,30.048848503700604,110.0,8.609787168864052,0.6114430190259172
64,treatment,461877230,42.61656607618008,6.020452021837242,0.27574372605131975,25.35088998437197,63.2127087541315,11.067940743113896,0.5771354448579807,37.933967041268815,110.0,20.59614267795142,5.047488721276654
65,treatment,717058512,38.70718987074445,6.143633537566481,0.26713207705642233,23.174348134888074,61.15949303438446,10.397977325283055,0.24649185082439798,36.68626910438524,110.0,22.45230316364001,4.254343787716574
66,treatment,161271778,43.38557745939006,8.305389627219483,0.18628920761095577,26.055720527219936,48.013702898359014,5.6060022840952355,0.11589576736589752,28.78362427192672,110.0,4.628125438968951,-2.699387343124248
67,treatment,501044774,39.95828916070176,7.068803694943697,0.14643881380670948,23.979190767533,68.42662003396956,5.814866912872443,0.18551920176620207,41.08435783468235,110.0,28.468330873267796,-1.2539367820712544
68,treatment,938051391,41.68687047674878,7.383865938206216,0.005972302032638069,24.981645260743548,42.26321334174143,9.588968205361468,0.04229606924560104,25.358284207648254,110.0,0.5763428649926468,2.205102267155252
69,treatment,152312102,40.6542537445788,8.584366131048608,0.4121452692811099,24.376177274045006,51.25669618656118,10.285524848064927,0.04249453141057941,30.758596333653244,110.0,10.602442441982376,1.7011587170163196
70,treatment,696320374,35.048266390805004,17.393759193985055,0.3626542977006004,21.05339670477749,43.51931238296701,16.569287698468226,0.8758612351689378,26.120368747588078,110.0,8.471045992162004,-0.8244714955168284
71,treatment,495625870,42.46117349460525,8.779714865121225,0.05466896570092303,25.512392920468994,75.47091078975396,10.217100269001469,0.5299589876434815,45.29631942131983,110.0,33.00973729514871,1.4373854038802438
72,treatment,446156275,39.42983668302596,9.959111596919662,0.1392137892994766,23.656276922545672,46.821783147667304,13.314737733094313,0.5546585273440143,28.115782488566932,110.0,7.391946464641343,3.355626136174651
73,treatment,238766265,43.14047663192923,7.576426956188624,0.2529844705175472,25.892797246848666,53.915339780000195,5.9220691309459115,0.3580584066361081,29.945978126279098,110.0,10.774863148070963,-1.6543578252427125
74,treatment,301512089,43.23882054777395,7.281714602240078,0.08178146219191393,25.969679409057132,55.98246380813817,8.679201348539774,0.06109930167120422,33.58072079664152,110.0,12.743643260364223,1.3974867462996956
75,treatment,683700662,39.934517411388455,10.220873676326311,0.48292822375153366,23.945238205727435,48.205675314502315,13.18114552287825,0.43425762610054425,28.933266314611142,110.0,8.27115790311386,2.9602718465519384
76,treatment,630282592,41.471163493842,7.439258111100704,0.19448303521141552,24.886282049296234,70.21757207228987,5.358762254551844,0.021614514308170327,42.142046296187765,110.0,28.74640857844787,-2.0804958565488603
77,treatment,607196431,42.71610099588305,8.383611136062196,0.14573422303379857,25.64107970104755,72.22388352247329,7.1147579395930665,0.01580018073382,43.290102444443384,110.0,29.507782526590233,-1.2688531964691299
78,treatment,361812610,38.25885830616681,10.573867256480792,0.1957314525872485,22.925755616762657,53.097310747729225,14.064633537754911,0.6526704914447422,31.86508693015715,110.0,14.838452441562417,3.4907662812741194
79,treatment,959692583,44.023703860900554,9.399836095117248,0.17535762669924743,26.403080263972402,46.385556005419375,7.759974536689482,0.36406456651078645,27.82837624343993,110.0,2.3618521445188208,-1.639861558427766
80,treatment,87649919,41.13434167423447,7.6476621947056085,0.02255392685683757,24.698309458932613,45.1001383976555,13.606625890797128,0.21976625525705615,27.054446518818004,110.0,3.965796723421029,5.958963696091519
81,treatment,342590774,42.848548513752974,10.077601922157267,0.12488103014433338,25.720183146003738,54.07197155529635,9.87671015879119,0.47136072692033,32.42349143210086,110.0,11.223423041543377,-0.20089176336607828
82,treatment,338943805,38.00613102858364,8.665401880511991,0.13582086785124478,22.814955444808067,55.08543740318617,6.42238857691293,0.16771601284148044,33.06302487870049,110.0,17.07930637460253,-2.243013303599062
83,treatment,961897664,41.83056563017353,7.887117674856815,0.2198369725492823,25.17372159519114,52.846190962704334,7.088209659207654,0.4775486178778873,30.738040659776146,110.0,11.015625332530803,-0.798908015649161
84,treatment,366263536,40.868751781867054,5.767602504167127,0.1275314997054749,24.512560708090295,56.60741945377611,5.535460100166001,0.020797445097939068,34.00327816255053,110.0,15.738667671909056,-0.2321424040011255
85,treatment,908580690,43.22218328608748,8.309728327482965,0.43103069499814056,25.90767281121487,51.71744266110362,9.121034106514491,0.538431674612079,31.00593427125232,110.0,8.49525937501614,0.8113057790315263
86,treatment,495065658,38.08620478477521,7.059354368826353,0.30657079376223173,22.88132268609476,47.79020437102229,10.686243862368153,0.3937092126436122,28.65538959148169,110.0,9.703999586247079,3.6268894935417997
87,treatment,699707133,40.061008839539895,7.970985546198419,0.028886739183938876,24.0445412154636,55.56579008503664,5.388965005076473,0.1084412331486404,33.10034276988707,110.0,15.504781245496744,-2.5820205411219455
88,treatment,457417486,42.04931975644869,6.934387870760741,0.32774596814055396,25.219091994978378,45.19455791709821,5.000720395484033,0.07948839117902445,26.507039339494245,110.0,3.1452381606495194,-1.9336674752767076
89,treatment,265869961,42.524288252967025,9.4246336831535,0.49515491562253333,25.495994899091425,56.806192807049804,7.232980211617747,0.236672732485766,34.060518885435734,110.0,14.281904554082779,-2.191653471535753
90,treatment,764229452,42.35710568692331,8.159292101264596,0.37618809585820223,25.44409854061832,46.44680893089912,11.955390766253993,0.44985298349330083,27.871099807865058,110.0,4.089703243975805,3.7960986649893975
91,treatment,969176377,40.94967334879479,8.319827961944878,0.302314941418354,24.574032607341504,67.2282700882213,11.435929739289003,0.2658071714690633,40.31572157310733,110.0,26.278596739426504,3.1161017773441255
92,treatment,263524860,41.999463660273776,6.458600566437655,0.20541626995880444,25.189563901298786,62.676935443510565,6.724876986666151,0.188067154141809,37.61800190624611,110.0,20.67747178323679,0.26627642022849596
93,treatment,778750903,39.74259708248881,5.1494012300539564,0.03556591555414191,23.80142088785643,44.03370975345142,6.672253977117507,0.18796754431417564,26.411890063794644,110.0,4.291112670962612,1.522852747063551
94,treatment,716890189,42.23565335469716,7.4063149918349245,0.19400938664846962,25.289259826508694,55.36753095021005,10.964031715309227,0.30662552653566866,33.17319728877523,110.0,13.13187759551289,3.557716723474303
95,treatment,789006562,40.157192923737476,6.578124990912198,0.08868186435306097,24.082503659243788,47.70918565606653,5.251363604846614,0.07512750694425913,28.45938362341394,110.0,7.5519927323290545,-1.3267613860655842
96,treatment,449361501,41.53062765061958,6.002805898810286,0.2875491078647519,24.562423843845295,67.24743795296177,13.61399840151947,0.33609989391956785,40.36646488427114,110.0,25.716810302342196,7.6111925027091845
97,treatment,736919598,45.086162533039285,10.395525033036025,0.36899850287392116,27.056525872003462,45.232664969562144,7.4514440989174835,0.3936644116672849,27.152624788820184,110.0,0.14650243652285866,-2.944080934118541
98,treatment,272241561,39.13906990806225,9.668740144011569,0.49795988302043814,23.466930510836235,56.028255041917916,15.150518433840057,0.7735790243627307,33.635154426771805,110.0,16.88918513385567,5.481778289828489
99,treatment,96390962,38.270722940418125,7.014354360117058,0.023844119981968087,22.941667567409638,52.114146250072224,6.470134818412985,0.2246035299770037,31.264789222399887,110.0,13.8434233096541,-0.5442195417040727
100,treatment,447023719,41.964894307392306,6.545986491661668,0.02666864997112643,25.165981196850066,54.8480810326022,10.529975620799528,0.12059106257695901,32.907643359564894,110.0,12.883186725209896,3.9839891291378597
