replicate,group,seed,phase2_B,phase2_L,phase2_S,phase2_K,phase3_B,phase3_L,phase3_S,phase3_K,phase3_B_max,delta_B,delta_L
15,treatment,471096205,41.648567104726126,6.691908819694439,0.04722951910383843,24.996792467984427,48.770927547339525,11.362484273805691,0.10534225574505737,29.260372379198092,110.0,7.122360442613399,4.670575454111252
16,treatment,855080007,41.0988827344116,11.537795764658956,0.3313180707789974,24.65097541009986,57.08208206418359,16.71335604397189,0.2442766181354961,34.18587550955523,110.0,15.983199329771985,5.175560279312933
17,treatment,565236106,38.92156538110927,8.176092267177603,0.11128182937314858,23.27967366797274,62.32999606681784,12.468503320575058,0.06047985189867753,37.33776695203958,110.0,23.408430685708574,4.292411053397455
18,treatment,79197403,44.36149378611496,11.139426521757846,0.03612921191837525,26.59551280617648,66.28005064050876,15.775753580893124,0.46321398917599194,39.78938059730841,110.0,21.9185568543938,4.636327059135278
19,treatment,764998857,42.84474537593927,9.115724039579218,0.4298074025632438,25.696512653335223,48.81147591286863,14.293370217150699,0.027330950473530645,29.2328531220157,110.0,5.9667305369293615,5.17764617757148
20,treatment,574600623,38.5719583829905,7.774949381201588,0.21265265391695676,23.169764713710194,58.520984652346876,11.523132920541894,0.6296968974194173,35.145622042210874,110.0,19.949026269356374,3.748183539340306
21,treatment,634718319,39.23210184538631,5.281720362823396,0.08859861097991478,23.471177858344678,63.94595742479814,5.4806093918617425,0.11744974686386274,38.27769696480927,110.0,24.713855579411828,0.19888902903834627
22,treatment,565373325,43.77590962668119,7.884861604577857,0.4440555655015953,26.203152493302127,49.15531390876256,9.684339940392809,0.09325762876690448,29.484021944170674,110.0,5.379404282081367,1.7994783358149515
23,treatment,553579400,42.00422672539197,8.200905755287472,0.23907283305360055,25.20381717711158,50.313402604235016,8.393414885656806,0.3311304770613701,30.212927992872494,110.0,8.309175878843043,0.19250913036933426
24,treatment,90566425,40.1716910842797,7.6739304840254405,0.45582490517589996,24.10254011369896,56.56775463620771,8.801968534193088,0.4309163039361007,33.94925770733635,110.0,16.39606355192801,1.128038050167648
25,treatment,559207160,37.55684674890401,10.516535602357841,0.22574560506906344,22.529311642265526,58.04603390483906,7.274092899848315,0.018712527411243806,34.7949428952093,110.0,20.48918715593505,-3.2424427025095257
26,treatment,794912616,41.937752074967825,9.666498801996237,0.17125545293327102,25.174193917130797,52.452218252953074,10.342052452596613,0.5534307123552895,31.498292689398294,110.0,10.514466177985248,0.6755536506003761
27,treatment,303950097,43.40493061830502,6.010082429128459,0.13253079773727353,26.040549442440344,52.231100246273385,8.96654442854886,0.01859797493793583,31.345919317503455,110.0,8.826169627968362,2.9564619994204007
28,treatment,602838243,45.173110663136754,9.62725371783226,0.10854837002070758,27.102312673475485,81.96964634567246,6.61999814996028,0.015409182395322515,49.17941874465827,110.0,36.796535682535705,-3.0072555678719812
29,treatment,30817834,43.69630263328043,11.91909096520492,0.06971305206904188,26.198694346791722,76.97518207678769,18.431703142635058,0.10408408929961135,46.19145269660262,110.0,33.27887944350726,6.512612177430139
30,treatment,436717389,43.66676788279048,12.019431134560868,0.5224763172749555,26.201851055197693,53.46906777040416,10.654029298396425,0.5324558964704164,32.081838687597624,110.0,9.802299887613678,-1.3654018361644429
31,treatment,982738393,44.59923570461668,9.077302993725633,0.07766069327398029,26.75569432335521,63.91106403148474,12.824932044813716,0.1994834400701633,38.48651985368761,110.0,19.31182832686806,3.747629051088083
32,treatment,214584672,41.26833346039561,8.629259307033387,0.43976712565136167,24.73949899100312,47.98154980053384,14.499240227808535,0.4685119841078795,28.763113187883963,110.0,6.713216340138231,5.8699809207751485
33,treatment,276548331,40.22776644911975,10.756335353752618,0.5086491900488845,24.167438976601165,59.188852548561556,8.986559323992333,0.2965780037776894,35.509788266864724,110.0,18.961086099441808,-1.7697760297602851
34,treatment,408528643,40.54799445393502,7.309567013990701,0.19547813893079263,24.322122163931184,66.23773813718617,6.835043873593992,0.25183948419332275,39.66082805314777,110.0,25.68974368325115,-0.47452314039670984
35,treatment,992665618,42.6010805830473,6.120898678631166,0.07021143655105531,25.52610222781564,49.83168979766452,6.01873826064713,0.08111970030306756,29.90211734682908,110.0,7.230609214617218,-0.1021604179840363
36,treatment,34692964,41.556390766302826,7.513475118628714,0.05533182621709411,24.925011382044627,64.73482471078125,10.679694923385767,0.29779900718957886,38.817614501236974,110.0,23.178433944478428,3.166219804757054
37,treatment,233939485,42.387927621542175,6.043739743215624,0.06878047219928755,25.401821128838137,49.69514071704224,6.486749848435629,0.27097911027648436,29.80087457921983,110.0,7.307213095500067,0.4430101052200053
38,treatment,821674449,41.05798947331315,9.625161168995973,0.18089831602711,24.65792044426358,45.746359781199146,8.946745241235734,0.16421176160637013,27.39159556368809,110.0,4.688370307885997,-0.6784159277602395
39,treatment,58302741,44.69171506527392,7.925638601346769,0.36334694764936626,26.806361346892263,63.601915315160994,8.139083788509861,0.07774408615372909,38.163371355015755,110.0,18.910200249887076,0.21344518716309224
40,treatment,855670853,41.552595830059815,8.035828655383373,0.2682337123273117,24.927730996533477,48.60379484848016,7.115405172128169,0.015159198522416449,29.18942071746364,110.0,7.051199018420348,-0.9204234832552043
41,treatment,281383891,40.61250986859589,9.767603680205726,0.39933293917320617,24.37323046589796,47.725173685582384,9.71526749274534,0.2618364617135766,28.68873353888921,110.0,7.11266381698649,-0.052336187460385375
42,treatment,917652131,42.23620059029381,14.254741111045377,0.2851004697793083,25.351048157796303,47.36887371812639,13.373216707519202,0.5993714538829644,28.399583420580527,110.0,5.132673127832575,-0.8815244035261749
